country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,year,month,day,month_ab,month_name
Indonesia,IDN,2021-12-29,271240030.0,158962242.0,112277788.0,1869923.0,1313756.0,98.15,57.52,40.63,4754.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html,2021,12,29,Dec,December
France,FRA,2021-03-09,6453812.0,4406473.0,2047313.0,229043.0,202527.0,9.57,6.54,3.04,3004.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/,2021,3,9,Mar,March
Democratic Republic of Congo,COD,2021-05-21,15436.0,15436.0,,,870.0,0.02,0.02,,9.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,5,21,May,May
Bulgaria,BGR,2021-12-01,3350019.0,,1780797.0,19504.0,15527.0,48.57,,25.82,2251.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika,2021,12,1,Dec,December
Singapore,SGP,2021-11-02,10048506.0,4679227.0,4464995.0,27238.0,25484.0,184.25,85.8,81.87,4673.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,2,Nov,November
French Polynesia,PYF,2022-01-25,,,,,217.0,,,,768.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022,1,25,Jan,January
Northern Cyprus,OWID_CYN,2021-09-26,491206.0,227155.0,223142.0,,4485.0,128.51,59.43,58.38,11734.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021,9,26,Sep,September
Latvia,LVA,2021-10-18,1802727.0,1041933.0,944308.0,13203.0,12698.0,96.56,55.81,50.58,6802.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2021,10,18,Oct,October
Austria,AUT,2021-12-09,,,,,97613.0,,,,10794.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,2021,12,9,Dec,December
Poland,POL,2021-08-19,35690920.0,18974615.0,18358017.0,69683.0,58530.0,94.43,50.2,48.57,1549.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,2021,8,19,Aug,August
Uruguay,URY,2021-05-21,2563776.0,1578347.0,985429.0,49555.0,38477.0,73.56,45.29,28.28,11040.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/,2021,5,21,May,May
Australia,AUS,2022-03-10,54842227.0,22117596.0,20626131.0,92674.0,73482.0,212.66,85.77,79.98,2849.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/,2022,3,10,Mar,March
Niger,NER,2021-12-30,,,,,18757.0,,,,746.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,12,30,Dec,December
Andorra,AND,2021-08-05,,,,,349.0,,,,4512.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,8,5,Aug,August
Cape Verde,CPV,2021-11-21,,,,,1203.0,,,,2141.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,21,Nov,November
Tokelau,TKL,2021-09-22,,,,,17.0,,,,12427.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,9,22,Sep,September
Malta,MLT,2021-02-10,44598.0,31670.0,12928.0,1261.0,1852.0,8.64,6.14,2.5,3588.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases,2021,2,10,Feb,February
New Caledonia,NCL,2021-12-20,355717.0,182486.0,173231.0,,198.0,123.42,63.32,60.1,687.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,20,Dec,December
Kyrgyzstan,KGZ,2021-11-24,1966408.0,1091411.0,870255.0,7607.0,9419.0,29.67,16.47,13.13,1421.0,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/,2021,11,24,Nov,November
Malta,MLT,2022-02-13,1231182.0,467717.0,459278.0,740.0,1236.0,238.55,90.63,88.99,2395.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases,2022,2,13,Feb,February
Estonia,EST,2021-05-26,664117.0,452188.0,235882.0,11408.0,8784.0,50.11,34.12,17.8,6628.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee,2021,5,26,May,May
Barbados,BRB,2021-09-08,,,,,997.0,,,,3465.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://gisbarbados.gov.bb/blog/covid-19-update-for-monday-march-28/,2021,9,8,Sep,September
Tuvalu,TUV,2021-08-17,,,,,83.0,,,,6960.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,8,17,Aug,August
North Macedonia,MKD,2021-10-06,1533495.0,792174.0,740822.0,3950.0,3261.0,73.63,38.04,35.57,1566.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Government of North Macedonia,https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/,2021,10,6,Oct,October
Mozambique,MOZ,2021-06-08,,,,,62.0,,,,2.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,8,Jun,June
Seychelles,SYC,2021-04-24,,,,,955.0,,,,9655.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,4,24,Apr,April
Luxembourg,LUX,2022-01-28,1225996.0,475791.0,,4687.0,3389.0,193.13,74.95,,5339.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/en/datasets/donnees-covid19/#_,2022,1,28,Jan,January
Slovenia,SVN,2021-01-26,66774.0,54136.0,12647.0,1835.0,2096.0,3.21,2.6,0.61,1008.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats,2021,1,26,Jan,January
Portugal,PRT,2021-09-02,14891181.0,8717008.0,7727730.0,54114.0,57100.0,146.45,85.73,76.0,5616.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2021,9,2,Sep,September
Dominica,DMA,2021-08-25,,,,,124.0,,,,1718.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,8,25,Aug,August
Sierra Leone,SLE,2021-06-04,,,,,541.0,,,,66.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,4,Jun,June
Philippines,PHL,2021-05-07,2314377.0,1892934.0,421443.0,,56361.0,2.08,1.7,0.38,508.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2021,5,7,May,May
Monaco,MCO,2021-02-08,,,,,294.0,,,,7439.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,2021,2,8,Feb,February
Scotland,OWID_SCT,2021-01-10,166135.0,163377.0,2758.0,,,3.04,2.99,0.05,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,1,10,Jan,January
Lithuania,LTU,2021-08-14,2786338.0,1555139.0,1370415.0,3698.0,14331.0,103.59,57.81,50.95,5328.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/,2021,8,14,Aug,August
Libya,LBY,2021-11-06,2070595.0,1581087.0,489508.0,,15924.0,29.76,22.72,7.03,2288.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2021,11,6,Nov,November
France,FRA,2021-03-23,9425921.0,6902401.0,2523461.0,292688.0,199503.0,13.98,10.24,3.74,2959.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/,2021,3,23,Mar,March
Syria,SYR,2021-05-24,,,,,455.0,,,,25.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,5,24,May,May
Lesotho,LSO,2021-12-26,,,,,11322.0,,,,5244.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,12,26,Dec,December
Ecuador,ECU,2022-01-23,29564789.0,14593920.0,13208512.0,22215.0,82617.0,165.27,81.58,73.84,4618.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2022,1,23,Jan,January
Sierra Leone,SLE,2021-10-11,,,,,9433.0,,,,1159.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,10,11,Oct,October
Portugal,PRT,2021-05-20,4956029.0,3456524.0,1539964.0,79296.0,86856.0,48.74,33.99,15.15,8542.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2021,5,20,May,May
Slovenia,SVN,2022-01-14,2863603.0,1257243.0,1202206.0,15926.0,7818.0,137.76,60.48,57.83,3761.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats,2022,1,14,Jan,January
Northern Cyprus,OWID_CYN,2021-01-16,,,,,994.0,,,,2601.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021,1,16,Jan,January
Rwanda,RWA,2021-10-24,,,,,92544.0,,,,6971.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,10,24,Oct,October
Spain,ESP,2021-08-03,57653031.0,32650750.0,27811786.0,511277.0,352526.0,123.33,69.85,59.5,7541.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2021,8,3,Aug,August
Bermuda,BMU,2021-01-14,,,,,278.0,,,,4477.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,1,14,Jan,January
Lebanon,LBN,2021-04-16,322647.0,199999.0,122648.0,2024.0,7181.0,4.77,2.95,1.81,1061.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,2021,4,16,Apr,April
South Korea,KOR,2022-01-25,112904601.0,44655151.0,43939274.0,283256.0,298713.0,220.06,87.04,85.64,5822.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/,2022,1,25,Jan,January
Guatemala,GTM,2021-08-19,3635762.0,2906652.0,729110.0,107349.0,81337.0,19.92,15.93,4.0,4457.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,8,19,Aug,August
South Korea,KOR,2021-07-05,19919716.0,15551040.0,5533043.0,134482.0,104715.0,38.83,30.31,10.78,2041.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/,2021,7,5,Jul,July
Niger,NER,2022-01-14,,,,,8594.0,,,,342.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,1,14,Jan,January
Anguilla,AIA,2021-06-29,,,,,91.0,,,,6017.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,6,29,Jun,June
Gabon,GAB,2021-07-16,,,,,1329.0,,,,583.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,7,16,Jul,July
Vanuatu,VUT,2021-07-19,,,,,722.0,,,,2296.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,7,19,Jul,July
Ethiopia,ETH,2022-03-22,,,,,52752.0,,,,448.0,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/,2022,3,22,Mar,March
Vanuatu,VUT,2021-06-14,,,,,541.0,,,,1720.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,6,14,Jun,June
Comoros,COM,2022-03-20,,,,,0.0,,,,0.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,3,20,Mar,March
Liechtenstein,LIE,2021-03-18,4367.0,3148.0,1428.0,130.0,84.0,11.42,8.23,3.73,2196.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,3,18,Mar,March
Wallis and Futuna,WLF,2021-08-31,9801.0,4952.0,4849.0,,16.0,88.35,44.64,43.71,1442.0,Moderna,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,8,31,Aug,August
Nepal,NPL,2021-12-24,,,,,211875.0,,,,7140.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report,2021,12,24,Dec,December
Cook Islands,COK,2021-12-11,,,,,24.0,,,,1366.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,11,Dec,December
Belarus,BLR,2021-08-27,,,,,19335.0,,,,2048.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,8,27,Aug,August
Ukraine,UKR,2021-07-19,4179663.0,2717788.0,1462353.0,81015.0,86736.0,9.62,6.25,3.36,1995.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua,2021,7,19,Jul,July
Democratic Republic of Congo,COD,2021-06-20,,,,,1294.0,,,,14.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,6,20,Jun,June
Denmark,DNK,2021-11-11,9295595.0,4492578.0,4430481.0,22072.0,16166.0,159.9,77.28,76.21,2781.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata,2021,11,11,Nov,November
Sweden,SWE,2021-12-08,,,,,63958.0,,,,6295.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/,2021,12,8,Dec,December
Mozambique,MOZ,2021-05-13,,,,,6004.0,,,,187.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,5,13,May,May
Jersey,JEY,2021-11-13,,,,,491.0,,,,4858.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,2021,11,13,Nov,November
Czechia,CZE,2021-10-23,12113111.0,6182060.0,6074611.0,8204.0,17890.0,112.95,57.64,56.64,1668.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2021,10,23,Oct,October
Montenegro,MNE,2021-02-26,1288.0,1288.0,,175.0,215.0,0.21,0.21,,342.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/,2021,2,26,Feb,February
Ecuador,ECU,2022-03-24,33114842.0,14833724.0,13703115.0,34209.0,35244.0,185.12,82.92,76.6,1970.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2022,3,24,Mar,March
Portugal,PRT,2021-11-03,,,,,4192.0,,,,412.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2021,11,3,Nov,November
Aruba,ABW,2021-07-25,,,,,225.0,,,,2099.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw,2021,7,25,Jul,July
San Marino,SMR,2021-07-09,,,,,32.0,,,,941.0,"Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/,2021,7,9,Jul,July
Belarus,BLR,2021-07-06,,,,,26302.0,,,,2785.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,7,6,Jul,July
Northern Cyprus,OWID_CYN,2021-07-09,,,,,2206.0,,,,5771.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021,7,9,Jul,July
Belarus,BLR,2021-04-28,,,,,10493.0,,,,1111.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,4,28,Apr,April
Pitcairn,PCN,2021-07-07,,,,,1.0,,,,21277.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,7,7,Jul,July
Mali,MLI,2022-02-16,,,,,2205.0,,,,106.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022,2,16,Feb,February
Liberia,LBR,2021-12-05,,,,,907.0,,,,175.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,12,5,Dec,December
Romania,ROU,2021-10-10,10758900.0,,5531778.0,35394.0,55339.0,56.25,,28.92,2893.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/,2021,10,10,Oct,October
Syria,SYR,2021-10-31,1125146.0,807249.0,503394.0,,21296.0,6.16,4.42,2.75,1165.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,10,31,Oct,October
Uganda,UGA,2021-06-14,806129.0,,,2332.0,7352.0,1.71,,,156.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/,2021,6,14,Jun,June
Antigua and Barbuda,ATG,2021-09-21,,,,,812.0,,,,8225.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://covid19.gov.ag,2021,9,21,Sep,September
Oman,OMN,2022-03-03,,,,,7114.0,,,,1362.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022,3,3,Mar,March
Singapore,SGP,2022-03-16,13716956.0,4999737.0,4928209.0,10005.0,11830.0,251.52,91.68,90.37,2169.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2022,3,16,Mar,March
French Polynesia,PYF,2021-07-20,148329.0,79201.0,69128.0,,972.0,52.5,28.03,24.47,3440.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,7,20,Jul,July
Thailand,THA,2022-02-23,122638728.0,53330626.0,49549320.0,293805.0,259365.0,175.32,76.24,70.83,3708.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/,2022,2,23,Feb,February
Zambia,ZMB,2021-04-15,106.0,106.0,,106.0,106.0,0.0,0.0,,6.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Government of Zambia,https://rtc-planning.maps.arcgis.com/apps/dashboards/3b3a01c1d8444932ba075fb44b119b63,2021,4,15,Apr,April
Libya,LBY,2022-02-06,3124669.0,2067196.0,1024442.0,,10521.0,44.9,29.71,14.72,1512.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2022,2,6,Feb,February
Finland,FIN,2021-07-18,5127236.0,3573415.0,1553821.0,,38541.0,92.41,64.4,28.01,6946.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov,2021,7,18,Jul,July
Peru,PER,2021-06-16,6242692.0,3887113.0,2355424.0,115504.0,152764.0,18.71,11.65,7.06,4579.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion,2021,6,16,Jun,June
Czechia,CZE,2021-09-08,11643012.0,6014393.0,5842744.0,14291.0,13962.0,108.56,56.08,54.48,1302.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2021,9,8,Sep,September
Singapore,SGP,2021-07-03,5712049.0,3534630.0,2177419.0,79196.0,67418.0,104.74,64.81,39.93,12362.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,7,3,Jul,July
Belize,BLZ,2021-06-27,,,,,1542.0,,,,3808.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,6,27,Jun,June
Latvia,LVA,2021-12-14,2418623.0,1296977.0,1236135.0,13486.0,10333.0,129.55,69.47,66.21,5535.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2021,12,14,Dec,December
